"transcript_id","Start","End","Strand","Length","eh.head.S1.bam","eh.head.S2.bam","eh.head.S3.bam","eh.mid.S4.bam","eh.mid.S5.bam","eh.mid.S6.bam"
"TRINITY_DN102635_c0_g1_i1",1,262,"+",262,0,0,0,0,2,0
"TRINITY_DN102654_c0_g1_i1",1,230,"+",230,0,0,0,0,0,0
"TRINITY_DN102655_c0_g1_i1",1,553,"+",553,0,0,6,0,2,0
"TRINITY_DN102657_c0_g1_i1",1,220,"+",220,0,0,4,0,0,0
"TRINITY_DN102667_c0_g1_i1",1,828,"+",828,0,1,20,0,1,0
"TRINITY_DN10266_c0_g1_i2",1,408,"+",408,15,10,20,20,821,14
"TRINITY_DN102672_c0_g1_i1",1,232,"+",232,0,0,0,0,0,3
"TRINITY_DN102675_c0_g1_i1",1,399,"+",399,0,0,7,0,0,0
"TRINITY_DN102676_c0_g1_i1",1,204,"+",204,0,0,0,0,0,0
"TRINITY_DN102688_c0_g1_i1",1,313,"+",313,0,17,0,0,0,0
"TRINITY_DN102697_c0_g1_i1",1,207,"+",207,0,0,0,0,0,0
"TRINITY_DN102703_c0_g1_i1",1,275,"+",275,0,0,0,0,0,7
"TRINITY_DN102704_c0_g1_i1",1,231,"+",231,0,0,2,0,0,0
"TRINITY_DN102722_c0_g1_i1",1,369,"+",369,0,0,4,0,2,0
"TRINITY_DN102724_c0_g1_i1",1,355,"+",355,0,9,0,0,0,4
"TRINITY_DN102725_c0_g1_i1",1,204,"+",204,0,11,0,0,0,0
"TRINITY_DN102728_c0_g1_i1",1,203,"+",203,0,0,0,0,0,5
"TRINITY_DN102730_c0_g1_i1",1,301,"+",301,0,0,3,0,0,0
"TRINITY_DN102739_c0_g1_i1",1,351,"+",351,0,0,3,0,0,0
"TRINITY_DN102755_c0_g1_i1",1,211,"+",211,0,0,0,0,0,0
"TRINITY_DN102771_c0_g1_i1",1,576,"+",576,0,0,6,0,8,15
"TRINITY_DN102780_c0_g1_i1",1,328,"+",328,0,0,4,3,2,1
"TRINITY_DN102794_c0_g1_i1",1,265,"+",265,0,9,0,0,0,0
"TRINITY_DN102800_c0_g1_i1",1,271,"+",271,0,8,2,0,0,0
"TRINITY_DN102804_c0_g1_i1",1,205,"+",205,0,0,16,3,1,1
"TRINITY_DN102816_c0_g1_i1",1,339,"+",339,0,8,2,0,0,0
"TRINITY_DN102828_c0_g1_i1",1,365,"+",365,0,0,4,0,0,0
"TRINITY_DN102838_c0_g1_i1",1,418,"+",418,0,0,3,0,0,0
"TRINITY_DN102846_c0_g1_i1",1,404,"+",404,0,6,0,1,0,1
"TRINITY_DN102848_c0_g1_i1",1,234,"+",234,0,0,0,0,0,0
"TRINITY_DN10284_c0_g1_i1",1,236,"+",236,9,136,11,10,2,5
"TRINITY_DN102850_c0_g1_i1",1,488,"+",488,0,0,3,1,0,0
"TRINITY_DN102851_c0_g1_i1",1,274,"+",274,0,0,4,0,0,0
"TRINITY_DN102854_c0_g1_i1",1,415,"+",415,0,0,15,11,24,10
"TRINITY_DN102854_c0_g1_i2",1,330,"+",330,0,0,3,0,0,0
"TRINITY_DN102860_c0_g1_i1",1,229,"+",229,0,0,0,3,0,0
"TRINITY_DN102871_c0_g1_i1",1,305,"+",305,0,0,3,1,0,0
"TRINITY_DN102872_c0_g1_i1",1,249,"+",249,0,0,4,0,0,0
"TRINITY_DN102874_c0_g1_i1",1,361,"+",361,0,0,0,0,0,0
"TRINITY_DN102880_c0_g1_i1",1,449,"+",449,0,0,2,0,1,0
"TRINITY_DN102881_c0_g1_i1",1,231,"+",231,0,0,4,5,0,0
"TRINITY_DN102886_c0_g1_i1",1,336,"+",336,0,0,2,0,0,6
"TRINITY_DN102888_c0_g1_i1",1,307,"+",307,0,0,1,0,0,1
"TRINITY_DN102891_c0_g1_i1",1,324,"+",324,0,0,4,4,0,0
"TRINITY_DN102897_c0_g1_i1",1,206,"+",206,0,0,0,0,0,9
"TRINITY_DN102902_c0_g1_i1",1,276,"+",276,0,14,0,0,0,0
"TRINITY_DN102904_c0_g1_i1",1,237,"+",237,0,0,0,0,3,0
"TRINITY_DN102905_c0_g1_i1",1,390,"+",390,0,0,4,0,0,0
"TRINITY_DN102906_c0_g1_i1",1,260,"+",260,0,0,2,1,0,0
"TRINITY_DN102908_c0_g1_i1",1,268,"+",268,0,0,1,0,0,0
"TRINITY_DN102914_c0_g1_i1",1,346,"+",346,0,0,8,0,0,0
"TRINITY_DN102917_c0_g1_i1",1,222,"+",222,0,0,0,0,0,0
"TRINITY_DN102919_c0_g1_i1",1,328,"+",328,0,0,0,0,0,0
"TRINITY_DN10291_c0_g1_i1",1,234,"+",234,0,0,0,0,4,0
"TRINITY_DN102925_c0_g1_i1",1,515,"+",515,0,8,1,3,1,0
"TRINITY_DN102927_c0_g1_i1",1,459,"+",459,0,0,5,0,0,1
"TRINITY_DN102930_c0_g1_i1",1,224,"+",224,0,2,0,0,0,0
"TRINITY_DN102936_c0_g1_i1",1,488,"+",488,0,6,2,0,0,7
"TRINITY_DN102938_c0_g1_i1",1,374,"+",374,0,0,1,8,0,0
"TRINITY_DN102943_c0_g1_i1",1,225,"+",225,0,1,19,13,10,0
"TRINITY_DN102945_c0_g1_i1",1,295,"+",295,0,0,0,0,0,0
"TRINITY_DN102948_c0_g1_i1",1,270,"+",270,0,5,0,0,0,0
"TRINITY_DN102951_c0_g1_i1",1,389,"+",389,0,0,5,0,0,0
"TRINITY_DN102956_c0_g1_i1",1,251,"+",251,0,0,0,1,1,0
"TRINITY_DN102961_c0_g1_i1",1,203,"+",203,0,0,0,0,0,0
"TRINITY_DN102969_c0_g1_i1",1,203,"+",203,0,4,0,0,0,0
"TRINITY_DN102971_c0_g1_i1",1,241,"+",241,0,0,0,4,1,2
"TRINITY_DN102985_c0_g1_i1",1,510,"+",510,0,0,0,0,0,19
"TRINITY_DN10298_c0_g1_i1",1,603,"+",603,4,8,2,7,0,0
"TRINITY_DN102990_c0_g1_i1",1,208,"+",208,0,0,2,1,0,0
"TRINITY_DN102997_c0_g1_i1",1,240,"+",240,0,0,0,4,0,0
"TRINITY_DN103008_c0_g1_i1",1,261,"+",261,0,0,0,0,2,0
"TRINITY_DN103011_c0_g1_i1",1,255,"+",255,0,0,3,0,0,0
"TRINITY_DN10301_c0_g1_i1",1,239,"+",239,0,0,2,0,0,0
"TRINITY_DN10302_c0_g1_i1",1,218,"+",218,0,3,4,0,0,0
"TRINITY_DN103036_c0_g1_i1",1,267,"+",267,0,6,0,0,3,0
"TRINITY_DN103043_c0_g1_i1",1,227,"+",227,0,0,3,0,0,0
"TRINITY_DN10304_c0_g1_i1",1,211,"+",211,15,1,5,9,6,6
"TRINITY_DN10305_c0_g1_i1",1,338,"+",338,0,0,0,2,3,0
"TRINITY_DN103066_c0_g1_i1",1,209,"+",209,0,2,0,0,0,0
"TRINITY_DN103069_c0_g1_i1",1,249,"+",249,0,5,30,26,21,0
"TRINITY_DN103090_c0_g1_i1",1,260,"+",260,0,5,31,12,34,20
"TRINITY_DN103092_c0_g1_i1",1,260,"+",260,0,0,0,0,0,0
"TRINITY_DN103110_c0_g1_i1",1,247,"+",247,0,9,0,0,0,0
"TRINITY_DN103115_c0_g1_i1",1,256,"+",256,0,0,0,0,0,0
"TRINITY_DN103117_c0_g1_i1",1,483,"+",483,0,0,3,0,0,0
"TRINITY_DN103122_c0_g1_i1",1,201,"+",201,0,0,5,0,0,0
"TRINITY_DN103125_c0_g1_i1",1,216,"+",216,0,0,0,0,0,2
"TRINITY_DN103129_c0_g1_i1",1,261,"+",261,0,0,0,0,0,0
"TRINITY_DN103135_c0_g1_i1",1,212,"+",212,0,0,0,0,0,1
"TRINITY_DN103143_c0_g1_i1",1,541,"+",541,0,4,5,0,0,0
"TRINITY_DN103162_c0_g1_i1",1,241,"+",241,0,0,3,0,0,0
"TRINITY_DN103167_c0_g1_i2",1,545,"+",545,0,0,6,1,3,0
"TRINITY_DN103171_c0_g1_i1",1,205,"+",205,0,0,0,0,0,2
"TRINITY_DN103176_c0_g1_i1",1,209,"+",209,0,0,4,0,0,0
"TRINITY_DN103178_c0_g1_i1",1,211,"+",211,0,0,0,0,0,3
"TRINITY_DN103180_c0_g1_i1",1,235,"+",235,0,0,1,0,0,0
"TRINITY_DN103181_c0_g1_i1",1,268,"+",268,0,0,0,3,0,0
"TRINITY_DN103190_c0_g1_i1",1,362,"+",362,0,0,4,0,0,0
"TRINITY_DN103194_c0_g1_i1",1,326,"+",326,0,0,0,0,5,0
"TRINITY_DN103196_c0_g1_i1",1,415,"+",415,0,0,3,0,0,5
"TRINITY_DN103200_c0_g1_i1",1,203,"+",203,0,0,0,0,0,0
"TRINITY_DN103201_c0_g1_i1",1,571,"+",571,0,0,4,0,0,0
"TRINITY_DN103202_c0_g1_i1",1,248,"+",248,0,0,0,0,2,0
"TRINITY_DN10320_c0_g1_i1",1,261,"+",261,4,0,0,0,2,0
"TRINITY_DN103210_c0_g1_i1",1,230,"+",230,0,6,0,0,0,0
"TRINITY_DN103211_c0_g1_i1",1,420,"+",420,0,0,4,0,0,0
"TRINITY_DN103221_c0_g1_i1",1,234,"+",234,0,0,0,0,0,0
"TRINITY_DN103230_c0_g1_i1",1,257,"+",257,0,0,0,0,0,6
"TRINITY_DN103233_c0_g1_i1",1,259,"+",259,0,0,0,0,0,0
"TRINITY_DN103234_c0_g1_i1",1,283,"+",283,0,51,20,58,21,56
"TRINITY_DN103239_c0_g1_i1",1,392,"+",392,0,0,18,13,8,6
"TRINITY_DN103249_c0_g1_i1",1,234,"+",234,0,0,0,0,1,0
"TRINITY_DN103250_c0_g1_i1",1,298,"+",298,0,5,0,4,0,6
"TRINITY_DN103252_c0_g1_i1",1,373,"+",373,0,0,0,0,0,0
"TRINITY_DN103254_c0_g1_i1",1,244,"+",244,0,0,0,0,0,4
"TRINITY_DN103257_c0_g1_i1",1,256,"+",256,0,8,0,0,0,0
"TRINITY_DN103267_c0_g1_i1",1,259,"+",259,0,3,6,0,9,0
"TRINITY_DN103273_c0_g1_i1",1,839,"+",839,0,1,12,0,5,4
"TRINITY_DN103285_c0_g1_i1",1,252,"+",252,0,0,0,0,0,2
"TRINITY_DN103288_c0_g1_i1",1,558,"+",558,0,0,4,7,0,0
"TRINITY_DN10328_c0_g1_i1",1,452,"+",452,0,0,0,5,1,9
"TRINITY_DN103290_c0_g1_i1",1,251,"+",251,0,0,2,0,0,0
"TRINITY_DN103292_c0_g1_i1",1,536,"+",536,0,10,0,2,4,0
"TRINITY_DN103297_c0_g1_i1",1,395,"+",395,0,3,91,8,10,5
"TRINITY_DN103299_c0_g1_i1",1,328,"+",328,0,0,6,0,0,0
"TRINITY_DN103300_c0_g1_i1",1,273,"+",273,0,744,24,40,19,24
"TRINITY_DN103302_c0_g1_i1",1,205,"+",205,0,0,0,0,0,6
"TRINITY_DN103306_c0_g1_i1",1,387,"+",387,0,0,19,21,37,0
"TRINITY_DN103307_c0_g1_i1",1,228,"+",228,0,7,4,0,0,3
"TRINITY_DN103311_c0_g1_i1",1,251,"+",251,0,0,2,0,0,0
"TRINITY_DN103313_c0_g1_i1",1,243,"+",243,0,3,0,0,0,0
"TRINITY_DN103314_c0_g1_i1",1,217,"+",217,0,18,38,47,53,52
"TRINITY_DN103327_c0_g1_i1",1,277,"+",277,0,4,3,1,2,7
"TRINITY_DN103330_c0_g1_i1",1,310,"+",310,0,8,11,23,8,4
"TRINITY_DN103338_c0_g1_i1",1,396,"+",396,0,0,0,0,2,2
"TRINITY_DN103342_c0_g1_i1",1,202,"+",202,0,0,0,0,8,0
"TRINITY_DN103352_c0_g1_i1",1,328,"+",328,0,0,0,3,0,0
"TRINITY_DN103353_c0_g1_i1",1,270,"+",270,0,0,0,0,0,5
"TRINITY_DN103354_c0_g1_i1",1,412,"+",412,0,0,6,0,0,0
"TRINITY_DN103360_c0_g1_i1",1,236,"+",236,0,0,2,0,0,0
"TRINITY_DN103362_c0_g1_i1",1,318,"+",318,0,0,0,2,0,6
"TRINITY_DN103364_c0_g1_i1",1,249,"+",249,0,0,0,0,0,7
"TRINITY_DN103379_c0_g1_i1",1,288,"+",288,0,0,0,0,3,2
"TRINITY_DN103382_c0_g1_i1",1,502,"+",502,0,0,0,0,4,0
"TRINITY_DN103385_c0_g1_i1",1,218,"+",218,0,9,0,0,0,0
"TRINITY_DN103386_c0_g1_i1",1,283,"+",283,0,0,1,1,0,0
"TRINITY_DN103390_c0_g1_i1",1,202,"+",202,0,0,0,5,3,0
"TRINITY_DN103391_c0_g1_i1",1,214,"+",214,0,0,0,0,6,0
"TRINITY_DN10339_c0_g1_i1",1,434,"+",434,3,0,4,0,0,0
"TRINITY_DN103400_c0_g1_i1",1,202,"+",202,0,3,8,0,0,0
"TRINITY_DN103402_c0_g1_i1",1,348,"+",348,0,0,1,0,0,0
"TRINITY_DN103427_c0_g1_i1",1,258,"+",258,0,0,0,0,0,0
"TRINITY_DN103428_c0_g1_i1",1,442,"+",442,0,0,6,0,0,0
"TRINITY_DN103429_c0_g1_i1",1,234,"+",234,0,0,35,21,10,8
"TRINITY_DN103434_c0_g1_i1",1,314,"+",314,0,0,0,0,5,0
"TRINITY_DN103435_c0_g1_i1",1,416,"+",416,0,0,7,0,0,0
"TRINITY_DN103436_c0_g1_i1",1,314,"+",314,0,0,7,0,0,0
"TRINITY_DN103443_c0_g1_i1",1,236,"+",236,0,11,2,0,0,1
"TRINITY_DN103445_c0_g1_i1",1,225,"+",225,0,11,0,0,0,0
"TRINITY_DN103452_c0_g1_i1",1,369,"+",369,0,149,884,72,121,921
"TRINITY_DN103453_c0_g1_i1",1,249,"+",249,0,0,0,0,4,0
"TRINITY_DN103454_c0_g1_i1",1,212,"+",212,0,0,0,0,0,5
"TRINITY_DN103458_c0_g1_i1",1,230,"+",230,0,0,0,0,0,0
"TRINITY_DN103459_c0_g1_i1",1,241,"+",241,0,0,0,2,0,0
"TRINITY_DN10345_c0_g1_i1",1,436,"+",436,0,0,5,0,0,0
"TRINITY_DN103460_c0_g1_i1",1,225,"+",225,0,0,2,0,0,5
"TRINITY_DN103470_c0_g1_i1",1,269,"+",269,0,6,0,0,0,0
"TRINITY_DN103473_c0_g1_i1",1,230,"+",230,0,0,0,4,0,0
"TRINITY_DN103475_c0_g1_i1",1,242,"+",242,0,10,4,0,0,0
"TRINITY_DN103478_c0_g1_i1",1,236,"+",236,0,0,3,8,2,3
"TRINITY_DN10347_c0_g1_i1",1,525,"+",525,36,62,54,47,1010,61
"TRINITY_DN103480_c0_g1_i1",1,317,"+",317,0,0,6,0,0,0
"TRINITY_DN103481_c0_g1_i1",1,433,"+",433,0,46,26,22,151,33
"TRINITY_DN103484_c0_g1_i1",1,227,"+",227,0,6,0,0,0,0
"TRINITY_DN103492_c0_g1_i1",1,290,"+",290,0,0,0,4,3,0
"TRINITY_DN103495_c0_g1_i1",1,251,"+",251,0,2,0,0,0,0
"TRINITY_DN103496_c0_g1_i1",1,387,"+",387,0,0,64,19,5,27
"TRINITY_DN103497_c0_g1_i1",1,308,"+",308,0,0,1,3,1,0
"TRINITY_DN103498_c0_g1_i1",1,298,"+",298,0,2,18,23,9,23
"TRINITY_DN103500_c0_g1_i1",1,203,"+",203,0,0,0,0,0,0
"TRINITY_DN103501_c0_g1_i1",1,220,"+",220,0,0,3,0,0,0
"TRINITY_DN103503_c0_g1_i1",1,262,"+",262,0,9,0,0,0,0
"TRINITY_DN103504_c0_g1_i1",1,282,"+",282,0,0,0,0,4,6
"TRINITY_DN103507_c0_g1_i1",1,398,"+",398,0,0,1,3,4,0
"TRINITY_DN103515_c0_g1_i1",1,259,"+",259,0,0,0,0,0,0
"TRINITY_DN103525_c0_g1_i1",1,396,"+",396,0,0,3,0,2,0
"TRINITY_DN103527_c0_g1_i1",1,268,"+",268,0,2,2,0,0,0
"TRINITY_DN103531_c0_g1_i1",1,202,"+",202,0,0,0,0,0,5
"TRINITY_DN103537_c0_g1_i1",1,273,"+",273,0,10,14,37,11,13
"TRINITY_DN103544_c0_g1_i1",1,213,"+",213,0,0,50,52,15,37
"TRINITY_DN103547_c0_g1_i1",1,245,"+",245,0,0,0,0,0,0
"TRINITY_DN103552_c0_g1_i1",1,220,"+",220,0,0,0,0,0,5
"TRINITY_DN103554_c0_g1_i1",1,578,"+",578,0,0,109,28,54,13
"TRINITY_DN103556_c0_g1_i1",1,216,"+",216,0,0,3,0,0,0
"TRINITY_DN103557_c0_g1_i1",1,252,"+",252,0,0,0,0,0,0
"TRINITY_DN103568_c0_g1_i1",1,341,"+",341,0,14,0,0,0,0
"TRINITY_DN103585_c0_g1_i1",1,209,"+",209,0,0,2,0,0,0
"TRINITY_DN103593_c0_g1_i1",1,270,"+",270,0,0,1,0,0,0
"TRINITY_DN103601_c0_g1_i1",1,246,"+",246,0,0,0,0,4,0
"TRINITY_DN103602_c0_g1_i1",1,211,"+",211,0,0,0,0,3,0
"TRINITY_DN10360_c0_g1_i1",1,202,"+",202,23,388,27,16,20,14
"TRINITY_DN103614_c0_g1_i1",1,234,"+",234,0,1,0,0,0,0
"TRINITY_DN103615_c0_g1_i1",1,234,"+",234,0,0,0,0,0,0
"TRINITY_DN103616_c0_g1_i1",1,326,"+",326,0,0,5,0,3,0
"TRINITY_DN103618_c0_g1_i1",1,212,"+",212,0,0,0,0,0,0
"TRINITY_DN103631_c0_g1_i1",1,208,"+",208,0,0,0,0,0,0
"TRINITY_DN103632_c0_g1_i1",1,231,"+",231,0,0,3,2,0,0
"TRINITY_DN103633_c0_g1_i1",1,229,"+",229,0,0,0,6,2,0
"TRINITY_DN103650_c0_g1_i1",1,717,"+",717,0,13,12,1,12,2
"TRINITY_DN103651_c0_g1_i1",1,242,"+",242,0,0,2,0,0,0
"TRINITY_DN103658_c0_g1_i1",1,256,"+",256,0,0,0,0,3,0
"TRINITY_DN103660_c0_g1_i1",1,271,"+",271,0,0,0,0,2,9
"TRINITY_DN103663_c0_g1_i1",1,228,"+",228,0,10,0,0,0,0
"TRINITY_DN103670_c0_g1_i1",1,246,"+",246,0,0,0,0,0,0
"TRINITY_DN103677_c0_g1_i1",1,214,"+",214,0,0,0,0,0,0
"TRINITY_DN103679_c0_g1_i1",1,202,"+",202,0,0,0,0,0,0
"TRINITY_DN103680_c0_g1_i1",1,348,"+",348,0,6,12,32,10,6
"TRINITY_DN103683_c0_g1_i1",1,228,"+",228,0,0,0,0,0,0
"TRINITY_DN103688_c0_g1_i1",1,215,"+",215,0,0,2,0,0,0
"TRINITY_DN103691_c0_g1_i1",1,241,"+",241,0,0,0,0,0,0
"TRINITY_DN103692_c0_g1_i1",1,227,"+",227,0,0,0,0,0,0
"TRINITY_DN103693_c0_g1_i1",1,253,"+",253,0,0,0,0,2,0
"TRINITY_DN103702_c0_g1_i1",1,425,"+",425,0,0,6,0,0,0
"TRINITY_DN103704_c0_g1_i1",1,421,"+",421,0,0,3,0,0,4
"TRINITY_DN103706_c0_g1_i1",1,262,"+",262,0,0,0,0,0,2
"TRINITY_DN103713_c0_g1_i1",1,229,"+",229,0,6,0,0,0,0
"TRINITY_DN103720_c0_g1_i1",1,310,"+",310,0,0,2,0,0,9
"TRINITY_DN103722_c0_g1_i1",1,218,"+",218,0,0,0,4,0,0
"TRINITY_DN103724_c0_g1_i1",1,244,"+",244,0,0,0,0,0,0
"TRINITY_DN103729_c0_g1_i1",1,238,"+",238,0,0,1,0,0,0
"TRINITY_DN103734_c0_g1_i1",1,207,"+",207,0,9,0,0,0,0
"TRINITY_DN103737_c0_g1_i1",1,341,"+",341,0,0,0,6,14,3
"TRINITY_DN103739_c0_g1_i1",1,335,"+",335,0,0,1,0,0,0
"TRINITY_DN103739_c0_g1_i2",1,250,"+",250,0,15,25,7,7,12
"TRINITY_DN103746_c0_g1_i1",1,275,"+",275,0,0,0,0,0,0
"TRINITY_DN103748_c0_g1_i1",1,267,"+",267,0,0,0,0,0,5
"TRINITY_DN10374_c0_g1_i1",1,324,"+",324,3,0,0,3,4,0
"TRINITY_DN10374_c0_g1_i2",1,219,"+",219,261,3,17,56,12,22
"TRINITY_DN103751_c0_g1_i1",1,275,"+",275,0,0,0,0,0,0
"TRINITY_DN103753_c0_g1_i1",1,239,"+",239,0,0,0,0,0,2
"TRINITY_DN103759_c0_g1_i1",1,254,"+",254,0,0,0,0,2,0
"TRINITY_DN103767_c0_g1_i1",1,314,"+",314,0,1,2,7,0,0
"TRINITY_DN10376_c0_g1_i1",1,490,"+",490,0,0,9,0,0,0
"TRINITY_DN103772_c0_g1_i1",1,564,"+",564,0,0,7,0,0,1
"TRINITY_DN103773_c0_g1_i1",1,255,"+",255,0,0,0,2,0,7
"TRINITY_DN103775_c0_g1_i1",1,666,"+",666,0,0,7,0,2,0
"TRINITY_DN103786_c0_g1_i1",1,1508,"+",1508,0,14,19,12,17,20
"TRINITY_DN103798_c0_g1_i1",1,222,"+",222,0,0,0,0,0,9
"TRINITY_DN103804_c0_g1_i2",1,1409,"+",1409,0,7,70,24,35,47
"TRINITY_DN103817_c0_g1_i1",1,310,"+",310,0,0,6,0,0,0
"TRINITY_DN103824_c0_g1_i1",1,224,"+",224,0,0,0,0,0,0
"TRINITY_DN103830_c0_g1_i1",1,270,"+",270,0,0,0,0,0,0
"TRINITY_DN103833_c0_g1_i1",1,204,"+",204,0,0,0,0,0,0
"TRINITY_DN103839_c0_g1_i1",1,344,"+",344,0,3,0,0,0,6
"TRINITY_DN103844_c0_g1_i1",1,397,"+",397,0,8,3,0,4,0
"TRINITY_DN103846_c0_g1_i1",1,409,"+",409,0,0,3,0,0,0
"TRINITY_DN103847_c0_g1_i1",1,298,"+",298,0,0,1,0,0,0
"TRINITY_DN103853_c0_g1_i1",1,371,"+",371,0,0,1,0,3,0
"TRINITY_DN103854_c0_g1_i1",1,244,"+",244,0,6,29,12,16,141
"TRINITY_DN10385_c0_g1_i1",1,710,"+",710,0,0,11,6,1,0
"TRINITY_DN103861_c0_g1_i1",1,235,"+",235,0,0,0,0,0,15
"TRINITY_DN103862_c0_g1_i1",1,222,"+",222,0,10,0,0,0,0
"TRINITY_DN103869_c0_g1_i1",1,208,"+",208,0,5,0,0,0,0
"TRINITY_DN103880_c0_g1_i1",1,227,"+",227,0,0,0,0,1,4
"TRINITY_DN103886_c0_g1_i1",1,217,"+",217,0,10,0,0,0,0
"TRINITY_DN103890_c0_g1_i1",1,239,"+",239,0,4,0,0,0,0
"TRINITY_DN103911_c0_g1_i1",1,300,"+",300,0,65,73,42,40,44
"TRINITY_DN103917_c0_g1_i1",1,248,"+",248,0,0,1,4,0,0
"TRINITY_DN103919_c0_g1_i1",1,277,"+",277,0,4,0,0,0,0
"TRINITY_DN10391_c0_g1_i1",1,392,"+",392,2,0,4,0,0,0
"TRINITY_DN103925_c0_g1_i1",1,311,"+",311,0,0,0,0,0,0
"TRINITY_DN10392_c0_g1_i1",1,329,"+",329,0,0,7,0,0,0
"TRINITY_DN103932_c0_g1_i1",1,207,"+",207,0,4,0,0,0,0
"TRINITY_DN103940_c0_g1_i1",1,219,"+",219,0,0,0,1,1,0
"TRINITY_DN103943_c0_g1_i1",1,205,"+",205,0,0,0,4,0,0
"TRINITY_DN103951_c0_g1_i1",1,236,"+",236,0,7,0,0,0,0
"TRINITY_DN103953_c0_g1_i1",1,267,"+",267,0,0,0,0,0,0
"TRINITY_DN103957_c0_g1_i1",1,494,"+",494,0,0,7,2,3,2
"TRINITY_DN103960_c0_g1_i1",1,405,"+",405,0,0,0,0,14,0
"TRINITY_DN103969_c0_g1_i1",1,248,"+",248,0,0,0,0,0,3
"TRINITY_DN103974_c0_g1_i1",1,232,"+",232,0,0,2,0,0,0
"TRINITY_DN103997_c0_g1_i1",1,224,"+",224,0,0,0,0,0,0
"TRINITY_DN10399_c0_g1_i1",1,637,"+",637,1,0,9,1,0,3
"TRINITY_DN10399_c0_g1_i2",1,788,"+",788,3,0,12,1,0,2
"TRINITY_DN1039_c0_g1_i1",1,248,"+",248,9,19,17,8,11,35
"TRINITY_DN104012_c0_g1_i1",1,401,"+",401,0,0,1,0,0,0
"TRINITY_DN104015_c0_g1_i1",1,236,"+",236,0,8,0,0,0,0
"TRINITY_DN104016_c0_g1_i1",1,308,"+",308,0,0,0,0,0,0
"TRINITY_DN104019_c0_g1_i1",1,266,"+",266,0,0,0,0,5,0
"TRINITY_DN104021_c0_g1_i1",1,259,"+",259,0,0,1,1,0,0
"TRINITY_DN104022_c0_g1_i1",1,209,"+",209,0,0,0,0,0,0
"TRINITY_DN104033_c0_g1_i1",1,299,"+",299,0,9,4,1,2,0
"TRINITY_DN104034_c0_g1_i1",1,437,"+",437,0,202,775,114,107,218
"TRINITY_DN10403_c0_g1_i1",1,253,"+",253,8,8,12,0,10,2
"TRINITY_DN104047_c0_g1_i1",1,247,"+",247,0,15,0,0,0,0
"TRINITY_DN104052_c0_g1_i1",1,254,"+",254,0,0,4,0,1,0
"TRINITY_DN104057_c0_g1_i1",1,235,"+",235,0,6,0,0,0,0
"TRINITY_DN104064_c0_g1_i1",1,272,"+",272,0,0,0,0,0,0
"TRINITY_DN104066_c0_g1_i2",1,510,"+",510,0,0,10,3,1,0
"TRINITY_DN104069_c0_g1_i1",1,280,"+",280,0,5,0,0,0,0
"TRINITY_DN104080_c0_g1_i1",1,254,"+",254,0,0,0,5,0,0
"TRINITY_DN104081_c0_g1_i1",1,206,"+",206,0,4,0,0,0,0
"TRINITY_DN104090_c0_g1_i1",1,242,"+",242,0,0,1,0,0,0
"TRINITY_DN104094_c0_g1_i1",1,334,"+",334,0,0,0,0,1,3
"TRINITY_DN104106_c0_g1_i1",1,243,"+",243,0,0,1,0,0,0
"TRINITY_DN104113_c0_g1_i1",1,285,"+",285,0,0,9,0,0,0
"TRINITY_DN104117_c0_g1_i1",1,302,"+",302,0,0,4,0,0,0
"TRINITY_DN104121_c0_g1_i1",1,211,"+",211,0,0,2,0,0,0
"TRINITY_DN104122_c0_g1_i1",1,441,"+",441,0,0,0,0,8,13
"TRINITY_DN104130_c0_g1_i1",1,261,"+",261,0,0,5,0,0,1
"TRINITY_DN104136_c0_g1_i1",1,271,"+",271,0,406,59,26,20,22
"TRINITY_DN104172_c0_g1_i1",1,224,"+",224,0,0,0,0,4,0
"TRINITY_DN104177_c0_g1_i1",1,210,"+",210,0,0,0,0,0,4
"TRINITY_DN104190_c0_g1_i1",1,249,"+",249,0,0,0,0,0,0
"TRINITY_DN104196_c0_g1_i1",1,201,"+",201,0,0,0,0,0,3
"TRINITY_DN104201_c0_g1_i1",1,899,"+",899,0,11,9,3,0,0
"TRINITY_DN104204_c0_g1_i1",1,223,"+",223,0,0,0,0,4,0
"TRINITY_DN104212_c0_g1_i1",1,228,"+",228,0,0,0,0,0,0
"TRINITY_DN104213_c0_g1_i1",1,958,"+",958,0,0,15,7,7,5
"TRINITY_DN104217_c0_g1_i1",1,232,"+",232,0,4,7,0,0,0
"TRINITY_DN104227_c0_g1_i1",1,284,"+",284,0,0,1,0,1,12
"TRINITY_DN104228_c0_g1_i1",1,233,"+",233,0,0,0,0,5,0
"TRINITY_DN104229_c0_g1_i1",1,311,"+",311,0,451,40,15,39,28
"TRINITY_DN104231_c0_g1_i1",1,365,"+",365,0,0,3,0,0,0
"TRINITY_DN104239_c0_g1_i1",1,221,"+",221,0,2,0,0,0,0
"TRINITY_DN104243_c0_g1_i1",1,603,"+",603,0,0,3,0,0,6
"TRINITY_DN104256_c0_g1_i1",1,275,"+",275,0,0,10,0,0,0
"TRINITY_DN104259_c0_g1_i1",1,452,"+",452,0,11,2,0,0,0
"TRINITY_DN104266_c0_g1_i1",1,544,"+",544,0,14,3,0,0,0
"TRINITY_DN104269_c0_g1_i1",1,230,"+",230,0,0,0,0,0,0
